diameter
32
34
31
27
39
37
31
24
31
52
19
54
41
43
51
28
46
41
46
11
48
36
33
46
28
57
58
32
64
39
48
42
41
44
52
39
62
47
60
47
52
22
23
79
44
40
41
44
23
39
33
36
38
46
45
43
29
27
31
45
62
40
54
54
38
40
40
42
37
35
30
33
31
45
37
35
32
53
41
37
37
33
38
33
35
37
54
53
30
52
42
34
37
26
56
50
39
51
47
41
50
38
55
37
44
55
52
44
28
35
35
50
65
44
43
56
44
51
45
45
41
35
38
40
42
40
62
52
47
56
38
46
31
68
44
33
37
27
38
44
37
68
33
49
59
61
26
39
54
38
54
51
22
44
26
45
39
49
45
53
39
44
52
58
46
35
43
40
48
41
45
34
40
40
33
42
37
39
52
43
45
29
42
13
41
40
32
52
47
36
36
41
40
69
50
50
58
43
17
37
44
37
39
40
29
29
31
32
42
39
40
39
27
57
33
36
27
45
35
25
36
35
51
41
49
38
36
46
37
38
44
40
32
43
40
60
32
34
44
35
34
34
33
32
38
51
50
36
20
36
41
31
45
31
45
47
39
37
27
33
41
45
43
45
38
38
48
48
22
33
35
44
41
29
32
44
37
31
47
35
28
35
31
35
41
36
40
34
54
39
35
43
37
32
30
33
43
41
36
38
34
38
38
48
59
38
41
40
31
37
39
43
39
25
33
42
38
43
42
42
38
30
28
41
55
46
49
54
32
37
36
36
44
64
48
52
37
59
35
38
45
41
36
40
41
36
38
35
42
34
53
38
41
50
42
47
42
38
37
39
44
54
52
39
61
37
35
43
36
40
37
32
48
42
29
52
44
42
35
34
44
40
43
38
39
39
46
42
42
46
40
41
29
26
38
42
36
44
44
22
25
13
24
19
37
36
14
23
29
36
35
41
41
40
66
47
37
39
48
33
35
37
41
49
36
51
34
46
36
39
48
31
35
18
38
37
34
35
35
41
48
41
43
40
51
30
33
39
45
56
45
31
39
36
32
43
45
33
19
59
35
32
34
32
49
32
37
39
40
33
44
39
35
44
31
39
48
28
37
36
48
36
40
30
32
35
40
40
41
32
42
31
41
48
35
44
42
32
36
45
37
34
38
44
24
26
26
43
34
61
20
33
20
36
37
52
33
31
39
25
26
40
44
30
36
38
33
27
47
30
36
44
47
20
52
35
42
39
65
37
45
30
43
47
51
17
41
44
53
40
37
38
43
40
30
40
49
41
46
37
44
42
36
31
36
33
30
33
47
50
38
43
41
33
39
41
46
31
32
37
34
53
33
37
34
30
37
49
47
42
33
52
41
37
28
46
41
80
78
24
57
28
52
63
34
17
47
34
29
37
41
34
32
45
28
35
35
46
31
58
35
35
46
40
39
33
35
39
53
45
43
36
47
37
50
46
40
38
35
27
36
59
44
45
53
52
29
57
38
43
43
27
28
40
38
53
33
39
47
35
53
34
63
46
47
34
37
51
38
35
42
45
33
42
28
40
51
62
34
52
26
43
57
34
51
53
55
35
57
38
54
59
41
39
42
41
42
35
44
49
39
56
67
46
36
36
43
38
39
41
42
46
42
48
38
56
12
57
51
45
31
29
58
30
57
38
50
47
37
32
43
41
26
37
35
29
32
46
40
58
31
38
30
47
48
31
36
41
39
42
27
57
46
38
41
31
39
42
28
31
26
39
17
18
12
8
24
29
34
25
16
27
36
16
35
36
15
31
50
76
33
15
36
34
33
36
62
31
37
48
31
40
44
33
37
43
40
36
42
35
39
40
45
66
35
50
31
38
46
42
36
33
36
28
77
40
39
47
50
58
41
41
50
38
45
33
56
39
43
76
65
39
21
49
38
51
32
23
32
29
49
19
31
31
38
30
48
27
23
41
44
23
36
35
51
42
51
50
34
38
30
45
31
40
37
31
